patient_id,CCDC113,SLC26A8,PPP1R3D,LOC100131780,CLEC4C,label,source
SYN_0062,3.174280951961496,4.988364200410088,5.7551128420045945,7.5781745803256415,4.770735028718412,0,monte_carlo_synthetic
SYN_0063,3.6024516559425517,3.445210258545458,6.465327561115498,8.018359812529956,5.646861741853683,1,monte_carlo_synthetic
SYN_0064,3.810804962371733,3.366868821534096,7.040979097195748,7.810061349648102,5.642378984162219,1,monte_carlo_synthetic
SYN_0065,3.015427303379128,3.366986645428337,6.342110322055552,7.6270360131850765,5.615821112459018,1,monte_carlo_synthetic
SYN_0066,3.505669608154486,3.141839653336096,6.139843353545896,7.070497062758237,4.904785383836955,0,monte_carlo_synthetic
SYN_0067,3.404205412088101,3.407444354829486,6.393115352761984,7.736882173190772,5.239670385190721,1,monte_carlo_synthetic
SYN_0068,3.5947513412979957,3.4578546365858394,5.633071535598782,8.044150870264467,5.492092152969955,1,monte_carlo_synthetic
SYN_0069,3.1410209099017625,3.273829667740191,6.223059475511654,7.532319471052826,5.14556924814218,1,monte_carlo_synthetic
SYN_0070,3.397499665187546,3.3670914186745846,6.568248422418332,8.155099432130893,5.482359711283648,1,monte_carlo_synthetic
SYN_0071,4.7819929259551195,4.475864604904852,6.6395715473011885,7.879668876652569,5.528159041861098,0,monte_carlo_synthetic
SYN_0072,3.6709271102063927,3.194062269881999,6.468606599282181,8.003921481566802,5.451589549868387,1,monte_carlo_synthetic
SYN_0073,3.185969894816521,3.712778882473685,5.308112126889717,7.381213674974834,4.604446160011077,0,monte_carlo_synthetic
SYN_0074,3.161792568881495,3.41768810241761,6.140630406096108,7.5428451532694085,5.0059265709205905,1,monte_carlo_synthetic
SYN_0075,3.3347816107855595,3.358845997824725,6.269964426726604,8.090971266645887,5.866662048346249,1,monte_carlo_synthetic
SYN_0076,3.5595032266119686,3.432195669228532,6.4096830488947445,7.799043351422383,5.522642366915161,1,monte_carlo_synthetic
SYN_0077,3.537568563374331,3.3213073601278653,6.534235339719673,7.847265565068818,5.493482635303737,1,monte_carlo_synthetic
SYN_0078,3.608690003074377,4.312898024843823,5.335819918762268,7.67932077155081,4.684906149285589,0,monte_carlo_synthetic
SYN_0079,3.6686428569783756,3.6213347114886907,6.659875170605908,7.824178168720122,5.079017456516258,0,monte_carlo_synthetic
SYN_0080,3.3016511478483204,3.301307038511384,6.476107425739496,7.604732397891168,5.218893494094446,1,monte_carlo_synthetic
SYN_0081,3.423808289073443,3.3983798192040346,6.98718132936722,8.096723650431095,5.390310268407815,1,monte_carlo_synthetic
SYN_0082,3.3974389174278503,3.2858525030918573,6.320586024217792,7.646942442721416,5.390194691306533,1,monte_carlo_synthetic
SYN_0083,3.2889958951128015,3.2258242805422768,6.494903295322963,7.692712614990964,5.722664220699453,1,monte_carlo_synthetic
SYN_0084,3.497088285054974,3.462728466399726,7.2070289396924565,7.959993218819539,5.676288428380078,1,monte_carlo_synthetic
SYN_0085,3.255406380395505,3.5004592075522467,6.920509340061511,7.838395503995494,5.40040354964666,1,monte_carlo_synthetic
SYN_0086,3.4043775837491803,3.345554332959847,6.920943557089408,7.46717380781667,5.5972173884089,1,monte_carlo_synthetic
SYN_0087,3.2466298802229536,3.3432584944589996,6.2287777993960205,7.7649254930728695,5.485189839802403,1,monte_carlo_synthetic
SYN_0088,4.1357426120814464,2.913964204602874,6.31031487077818,7.102649071435767,5.527493440267804,0,monte_carlo_synthetic
SYN_0089,3.397523285422393,3.197755810799163,6.477959320415604,7.5360498913071075,5.4695487029972165,1,monte_carlo_synthetic
SYN_0090,3.2020162664264897,4.313623550495331,6.400964940381832,7.535667602293256,4.951095906989571,0,monte_carlo_synthetic
SYN_0091,3.3695168909128053,3.273858261952863,6.13308394957453,7.784769336678514,5.437797345875543,1,monte_carlo_synthetic
SYN_0092,3.2443331145480987,3.474835194807147,7.066818304591109,8.220297965344981,6.182431702057456,1,monte_carlo_synthetic
SYN_0093,3.6346237320788255,3.4927978726842075,6.502458468593244,7.954658163345677,4.874877307962815,1,monte_carlo_synthetic
SYN_0094,3.150748839119553,3.3102799028605268,5.966276739291076,7.750272606547164,5.771717756135844,1,monte_carlo_synthetic
SYN_0095,3.5609890729768883,3.1670893565604628,7.014863163189036,7.6520259756605835,5.432747115391307,1,monte_carlo_synthetic
SYN_0096,3.919327079049216,3.964235810308144,5.215960908399811,6.969990216569704,4.514958613529004,0,monte_carlo_synthetic
SYN_0097,3.9364425811329244,2.8120707717980706,5.889504788082749,7.023897972709126,5.1468360101834545,0,monte_carlo_synthetic
SYN_0098,3.4772296180178133,3.3708993173454527,6.591469724425082,7.828801593886788,5.1972313169030455,1,monte_carlo_synthetic
SYN_0099,3.1780172779446216,3.1737941560673035,6.5310141861904745,7.406480978601067,5.663768071266315,1,monte_carlo_synthetic
SYN_0100,3.4133909076179765,3.265100352512353,6.789274521062197,7.656592253016377,5.593009100168433,1,monte_carlo_synthetic
SYN_0101,3.2367953965007876,3.2819385713884937,6.21748026102771,8.03941792359858,5.651313939890741,1,monte_carlo_synthetic
SYN_0102,4.128058490954611,3.8324503622322164,5.819558532935751,7.405675255412638,5.223788002445938,0,monte_carlo_synthetic
SYN_0103,3.787100943468773,3.350834156104273,6.789740118919413,7.703205223908626,5.655249886857274,1,monte_carlo_synthetic
SYN_0104,3.4165138181780828,3.2912238128919435,6.392513337342064,7.861963779777918,5.555889624280494,1,monte_carlo_synthetic
SYN_0105,3.2455128871831542,3.4122139037172086,6.382894266078334,7.8571678743617825,5.368510608471648,1,monte_carlo_synthetic
SYN_0106,3.271670917591586,3.314541572936337,6.209825227437811,7.734979157188992,5.496236410525141,1,monte_carlo_synthetic
SYN_0107,3.896590254469839,4.989435163847945,5.93391632452005,7.44881830840517,5.331655128483533,0,monte_carlo_synthetic
SYN_0108,3.444810447939913,3.3463771028890212,6.8357723226669265,7.855947307336462,5.551208128542261,1,monte_carlo_synthetic
SYN_0109,3.3418825744954437,3.401929705098453,6.940759852932567,7.940045805734789,5.252348277864618,1,monte_carlo_synthetic
SYN_0110,3.452156369579825,3.3230384188317497,6.996970697312276,7.610304893696963,5.833036664869789,1,monte_carlo_synthetic
SYN_0111,3.02299362628707,3.4180987588115035,6.794452556905261,7.783849458018338,5.2902756117207606,1,monte_carlo_synthetic
SYN_0112,3.6134747591700633,3.3499633861313742,6.305165024665931,7.7249504325941585,5.438035764263443,1,monte_carlo_synthetic
SYN_0113,3.3107685749896083,3.300677022928201,6.113320697024112,7.5159130476905105,4.97101896681221,1,monte_carlo_synthetic
SYN_0114,3.2747828372781838,2.9265161610933603,5.235142906398654,7.3665936751286845,4.692289310121694,0,monte_carlo_synthetic
SYN_0115,4.16291609073066,3.5778277785619284,5.390760166229227,7.0835255722458825,4.0971093982094695,0,monte_carlo_synthetic
SYN_0116,3.711690069620407,3.5003937836155474,6.745842478464718,8.216611252188192,5.376847606090256,1,monte_carlo_synthetic
SYN_0117,3.421969515620317,3.3707798837787784,6.2211267186112265,7.80220106760934,5.214466218464892,1,monte_carlo_synthetic
SYN_0118,3.491539976209584,4.067422867639976,5.090322313068708,7.153130072611388,4.2870986595746485,0,monte_carlo_synthetic
SYN_0119,3.3862679751634728,3.38262238463155,6.121218721814451,7.394374712035733,5.142958986460445,0,monte_carlo_synthetic
SYN_0120,3.548485261811343,3.337239997838034,6.8771622940630115,8.008417888623947,5.252411606814288,1,monte_carlo_synthetic
SYN_0121,3.3936237701169896,3.3789307325270213,6.915316828927141,7.585837507811651,5.292218858128919,1,monte_carlo_synthetic
SYN_0122,3.0724452314261863,3.501624670638724,6.189399343654343,7.775581279024684,5.705836151387745,1,monte_carlo_synthetic
SYN_0123,4.010583748028486,4.137926812017497,5.542771436326993,7.133418690885359,4.701604938931603,0,monte_carlo_synthetic
SYN_0124,3.532649216831807,3.3241279649849726,6.112387225739141,7.766545485112525,5.482210262942962,1,monte_carlo_synthetic
SYN_0125,3.757089060386259,4.160676645812904,5.567388761742232,6.967245951588299,4.380319302791648,0,monte_carlo_synthetic
SYN_0126,3.335949469311099,3.4372669616818197,6.624285996366557,7.707557108598061,5.220085433275322,1,monte_carlo_synthetic
SYN_0127,3.5323895130459246,3.4056922670017715,6.4925803476362605,7.695954040060264,5.584392279404226,1,monte_carlo_synthetic
SYN_0128,4.298022829383227,3.866151281295453,6.45632174678221,7.46871349440466,5.410832635616721,0,monte_carlo_synthetic
SYN_0129,4.000612288668413,3.8688851248489446,6.116829194697929,7.479329317639056,5.390252571791211,0,monte_carlo_synthetic
SYN_0130,3.7570164042774334,3.6057380102175403,6.1144592392298005,7.417211719209438,5.279021523071385,0,monte_carlo_synthetic
SYN_0131,3.4437178851317407,3.242828511697081,6.788447926413038,8.056686653993214,5.2313588096899855,1,monte_carlo_synthetic
SYN_0132,3.395974630334363,4.420223321183763,5.392927077627455,7.228193993872188,4.687590636658313,0,monte_carlo_synthetic
SYN_0133,4.126778431675788,3.9954645870906615,6.894612564330357,7.856130709650657,5.664789899079182,0,monte_carlo_synthetic
SYN_0134,3.369087499865111,3.378355770990576,6.433551595388923,7.564188203529401,5.5279897055776965,1,monte_carlo_synthetic
SYN_0135,3.166626469817931,3.301194095541249,6.895280902643748,7.614203177220279,5.56195424259607,1,monte_carlo_synthetic
SYN_0136,3.511688335889843,3.5121112114930293,6.575196292160658,8.057655117862957,5.461713358637149,1,monte_carlo_synthetic
SYN_0137,3.7968654285685832,4.495418157204603,6.127430582004725,7.601560181471632,4.804495275751918,0,monte_carlo_synthetic
SYN_0138,3.3196566022276346,3.210895999167622,6.760155136162424,7.871904353211465,5.6469289066585056,1,monte_carlo_synthetic
SYN_0139,3.9810318006121563,3.8290189751440575,6.348220497306453,7.702873446029725,5.687987692905348,0,monte_carlo_synthetic
SYN_0140,3.2519899174822444,3.40552439097831,6.510791747713037,7.6306645657390835,5.238442059405885,1,monte_carlo_synthetic
SYN_0141,3.3104096990263736,3.276889275877161,6.553289829217104,7.756055402532517,6.009545075483072,1,monte_carlo_synthetic
SYN_0142,3.1620830083106917,3.3804596376375105,6.57459525874862,7.448282720011741,5.384091594966112,1,monte_carlo_synthetic
SYN_0143,3.443558638298047,3.3493980423026977,6.789471915548754,7.9744410943612145,5.451499253674795,1,monte_carlo_synthetic
SYN_0144,3.465655600601942,3.3296255174106233,6.651108194142749,7.736839859996642,5.391980911479098,1,monte_carlo_synthetic
SYN_0145,3.3794385939074427,3.477566090214518,6.865302281410476,7.748201231542012,5.819843898022308,1,monte_carlo_synthetic
SYN_0146,3.5541818688980555,3.526291045113755,5.207630783873116,7.088198526401725,3.773424424220467,0,monte_carlo_synthetic
SYN_0147,3.4351793964777837,3.2402624067720525,7.045845479439102,7.7332569881907105,5.757596744444999,1,monte_carlo_synthetic
SYN_0148,3.0896986034918377,3.1761990384426566,5.699407610899418,7.53592982157524,4.197835130354771,0,monte_carlo_synthetic
SYN_0149,3.506998962870447,3.376825079995475,5.968755736447618,6.872621682954288,4.960411314543266,0,monte_carlo_synthetic
SYN_0150,3.709509668484929,3.262805109000232,5.898879115174784,7.674574889990491,4.692711685321124,0,monte_carlo_synthetic
SYN_0151,3.482129822852177,3.4029671500382115,6.587351484578578,8.005270340928279,5.787435122494374,1,monte_carlo_synthetic
SYN_0152,3.862578591245788,3.808513624599853,5.787842023428528,7.4721402982557175,4.990058366881687,0,monte_carlo_synthetic
SYN_0153,3.335817261732613,3.2862527664417387,6.3797838080220695,7.66952441152741,5.6960247960974595,1,monte_carlo_synthetic
SYN_0154,3.888087159489879,3.520083563015305,6.226472582319535,7.530107681472888,5.393223271033246,0,monte_carlo_synthetic
SYN_0155,3.4329287353190074,3.3767463925112926,6.481781156330665,7.797186284921401,5.448098125256733,1,monte_carlo_synthetic
SYN_0156,3.1708897009340253,3.3175186728339234,6.71972938661309,7.7477548241754794,5.878170492661284,1,monte_carlo_synthetic
SYN_0157,3.2018906931805597,3.2506339980290613,6.566660032133131,7.9128424066390615,5.560423241931644,1,monte_carlo_synthetic
SYN_0158,3.517085573523214,3.4031204923253013,7.077946220587634,8.04021773582603,5.525473433690107,1,monte_carlo_synthetic
SYN_0159,4.2454048323104105,3.1575911651144484,5.441901448793101,7.195663360030829,4.592093678365531,0,monte_carlo_synthetic
SYN_0160,3.462381386791377,3.4075533620853653,6.419773800179557,7.580141491867986,5.659550306712024,1,monte_carlo_synthetic
SYN_0161,3.852892146410239,3.6388305506182026,6.250052251294314,7.306901994303525,4.882031972561269,0,monte_carlo_synthetic
SYN_0162,3.1532342370964668,3.433918753430038,6.498690924254533,7.891722015794792,5.817456814343025,1,monte_carlo_synthetic
SYN_0163,3.2516341827485453,3.3649980211776302,6.535050876307856,7.829748956487976,5.656566558144497,1,monte_carlo_synthetic
SYN_0164,3.4592184391790255,3.903192518275429,4.94849977124706,6.683619436762094,3.8967686336009333,0,monte_carlo_synthetic
SYN_0165,3.46893667124802,3.4201059592805088,6.40991942862805,7.7130705931786165,5.391495000399631,1,monte_carlo_synthetic
SYN_0166,3.524705326295792,3.4309941827611357,6.707348286250691,7.901345689414115,5.594265933164271,1,monte_carlo_synthetic
SYN_0167,3.264330571374131,3.3164982593426893,6.649289258560577,7.9589161239302495,5.3669924754856675,1,monte_carlo_synthetic
SYN_0168,3.142126362040417,3.345619838773605,6.616367063214291,7.440282632843798,5.387335673306946,1,monte_carlo_synthetic
SYN_0169,3.35626192461107,3.2487192301737147,6.439274304315441,7.665337528500688,5.320147992287406,1,monte_carlo_synthetic
SYN_0170,3.2412132067665964,3.3152338742046545,6.1945139120812645,7.744928266432659,5.493200198748367,1,monte_carlo_synthetic
SYN_0171,3.4836655591747516,3.9068610812659736,5.819311288428184,7.615833622764576,4.983263529092999,0,monte_carlo_synthetic
SYN_0172,3.7113553404108566,3.299852502156854,6.471585601897994,7.705765512440253,5.326401420152756,1,monte_carlo_synthetic
SYN_0173,3.595986718682548,3.432324432783227,6.835062361331681,7.778010715354937,5.291140962866637,1,monte_carlo_synthetic
SYN_0174,3.5110572017848622,3.47546408046283,6.924807961821607,8.036841371081936,6.038985785085742,1,monte_carlo_synthetic
SYN_0175,3.369218180643429,3.8083214712937865,6.567372108601616,7.7771613200154395,5.139658018072264,0,monte_carlo_synthetic
SYN_0176,3.174249385623355,3.380986749251154,6.599796442496499,7.757712765745264,5.508242458130817,1,monte_carlo_synthetic
SYN_0177,3.2474152303072694,3.274922622461214,5.93158597002204,7.492270457288353,5.156858819813455,1,monte_carlo_synthetic
SYN_0178,3.22727271104449,3.398361650381048,6.302175878970845,7.799279848337625,4.860730797947006,1,monte_carlo_synthetic
SYN_0179,3.3666185720608826,3.066178419203693,5.999172545970482,7.3964278464605195,5.124327260529859,1,monte_carlo_synthetic
SYN_0180,3.5100811102668765,3.334141060268776,6.4040237242265245,8.044351076218813,5.608232199984148,1,monte_carlo_synthetic
SYN_0181,3.4801277495262606,3.2735162164659406,6.686440470478077,7.469845020476752,4.981580384728347,1,monte_carlo_synthetic
SYN_0182,3.6533118219645377,3.2158149821646957,6.306521925089011,7.834544383194252,5.239371831178301,1,monte_carlo_synthetic
SYN_0183,3.30150396447608,3.129600766829035,6.193391200606202,7.657845196315559,5.641567771949726,1,monte_carlo_synthetic
SYN_0184,3.742045650383471,3.3948861898762615,6.390072416566715,7.649645445550417,5.3832555221252685,1,monte_carlo_synthetic
SYN_0185,3.3915165600430828,3.4791058774150825,6.470945540462781,7.952961194307588,5.668520152907629,1,monte_carlo_synthetic
SYN_0186,3.50335789062161,3.4508316539675308,7.088195684864588,8.194923293039459,5.918811899942136,1,monte_carlo_synthetic
SYN_0187,3.619746517714621,3.4576426728645977,6.662899643575236,8.102787943756898,5.726531408441089,1,monte_carlo_synthetic
SYN_0188,3.6857722749313337,3.2904598037473485,6.27387555236622,7.685735805708883,5.565123143321411,1,monte_carlo_synthetic
SYN_0189,3.0715571644255206,3.4329413131363222,6.146771824232764,7.766247628507357,5.103104184312416,1,monte_carlo_synthetic
SYN_0190,3.5771606631129678,3.131570982961711,6.295328115391058,7.895939094914693,5.463346037034401,1,monte_carlo_synthetic
SYN_0191,3.248650185183508,3.3179934715598822,6.291932058871105,7.543166341740609,5.477527425327787,1,monte_carlo_synthetic
SYN_0192,3.1164287923939793,3.4718057341011503,5.979392372883366,7.499763091371453,5.3329839203185765,1,monte_carlo_synthetic
SYN_0193,4.2535133342689475,4.205929956314242,6.455283916555428,7.413939517283024,5.250555428998514,0,monte_carlo_synthetic
SYN_0194,3.545328467907578,3.463896706919534,6.245332430014708,7.354398272261405,5.219084915350774,0,monte_carlo_synthetic
SYN_0195,3.1030879935549494,3.3593256236900357,6.162718372224933,7.843782592477894,5.959903889607962,1,monte_carlo_synthetic
SYN_0196,3.6115750710623225,3.482191307510917,5.756824068367951,7.344034757637224,4.6591333510022,0,monte_carlo_synthetic
SYN_0197,3.5721690962256356,3.3739360660888584,6.645568469943423,7.919911689369228,5.1681916473300635,1,monte_carlo_synthetic
SYN_0198,3.2785424921125355,3.3633863947461413,6.615405301850677,7.565308734222124,6.033258208344776,1,monte_carlo_synthetic
SYN_0199,4.485667784943605,3.395107668707355,5.600226452947479,6.909856248034831,4.3676975562857345,0,monte_carlo_synthetic
SYN_0200,3.3727358018671105,3.29251315975033,6.560867482555916,7.676209231760311,5.387541158647791,1,monte_carlo_synthetic
SYN_0201,3.7110870570274694,3.307532363844838,6.905297213192519,7.803770107430731,5.493108017467003,1,monte_carlo_synthetic
SYN_0202,3.225802152948686,3.2563618426823724,6.427528616863693,7.656924198439004,5.279395373676092,1,monte_carlo_synthetic
SYN_0203,3.1015371189304544,3.353840373736244,6.05312978903715,7.857138974805972,5.596010288405589,1,monte_carlo_synthetic
SYN_0204,3.3713995303231052,3.3039705323592945,6.092244296369676,7.618157472904659,4.722014831364863,1,monte_carlo_synthetic
SYN_0205,3.4997386802821513,3.3906991565859643,6.226335845108685,7.886622097078798,5.359059043683657,1,monte_carlo_synthetic
SYN_0206,3.315165912323633,3.3370570810201876,6.282019098383583,7.733479034693314,5.169367258493455,1,monte_carlo_synthetic
SYN_0207,3.1696355340464084,3.2663338804035407,6.369871951444426,7.638020978692968,5.160876372834113,1,monte_carlo_synthetic
SYN_0208,3.345963401238925,3.350466718925098,6.48514951053782,7.665171620158705,5.341059141137322,1,monte_carlo_synthetic
SYN_0209,3.6450669705676977,3.3304567167960437,6.360730805979388,7.867711391139179,5.191512899319976,1,monte_carlo_synthetic
SYN_0210,3.2385387749789896,3.4129300355207985,6.5665732004846795,7.768596488622364,5.739283648610169,1,monte_carlo_synthetic
SYN_0211,4.118636072963673,4.388853637277024,5.421924254253607,7.138504983204106,3.9433987416585192,0,monte_carlo_synthetic
SYN_0212,3.3215107465852123,3.3174745803926013,6.234194813972964,7.507144492057709,5.3021771486342315,1,monte_carlo_synthetic
SYN_0213,3.290106912378235,3.3641777629623792,6.599874807897082,7.856250250380378,5.476754688388765,1,monte_carlo_synthetic
SYN_0214,3.319101239510836,3.4100456079139114,6.262814023938131,8.08763365732622,5.260807916931012,1,monte_carlo_synthetic
SYN_0215,3.4684712186064046,3.351566999014264,7.001046699880547,8.071552912791107,5.332836902759865,1,monte_carlo_synthetic
SYN_0216,3.3920291248109904,3.1205029925192904,6.428935417695809,7.47721624346725,4.977641234309763,1,monte_carlo_synthetic
SYN_0217,3.6067494742901918,3.321656860889377,6.728673548768091,7.78496678946741,5.103657362440697,1,monte_carlo_synthetic
SYN_0218,3.338104770853212,3.5465839991231434,7.088338809915419,8.036900744056657,5.719974723109448,1,monte_carlo_synthetic
SYN_0219,3.574175264232803,3.1319020504386814,6.240480528712316,7.617020647194348,5.5536125686720395,1,monte_carlo_synthetic
SYN_0220,4.286648169793352,3.644093201924975,5.452763785067154,7.220260869675063,4.762037682329888,0,monte_carlo_synthetic
SYN_0221,3.388698183521119,3.439191412087698,6.163218216410618,7.978840902952509,5.529892380033249,1,monte_carlo_synthetic
SYN_0222,4.727280303510741,4.162800190336241,6.2315809155884905,7.91307270156446,5.486179635056863,0,monte_carlo_synthetic
SYN_0223,3.242192119099502,3.3473197328119384,6.4278784191675635,7.77430455559769,5.245728990655285,1,monte_carlo_synthetic
